StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Screen 1,Screen 2,End Coordinate,Start Coordinate,Q6,1_Q10,2_Q10,3_Q10,4_Q10,5_Q10,6_Q10,7_Q10,8_Q10,9_Q10,10_Q10,11_Q10,12_Q10,13_Q10,14_Q10,15_Q10,16_Q10,17_Q10,18_Q10,19_Q10,20_Q10,21_Q10,22_Q10,23_Q10,24_Q10,25_Q10,26_Q10,27_Q10,28_Q10,29_Q10,30_Q10,participantId,assignmentId,projectId
2023-02-17 14:09:30,2023-02-17 14:09:41,IP Address,76.85.22.45,100,10,True,2023-02-17 14:09:42,R_XNWSIiGeYG0fND3,,,,,26.214,-98.3267,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48982E913CEF45C3B313339316D2495E,2a885313-76ae-4270-b28c-ac52cdd7e7f1,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:04:08,2023-02-17 14:09:43,IP Address,172.58.45.167,100,334,True,2023-02-17 14:09:44,R_3oHMiDDfNCHpKja,,,,,43.6165,-116.2001,anonymous,EN,Yes,,D18,F5,V5 (6c),V5 (6c),V5 (6c),V6 (6c+/7a),V6 (6c+/7a),V8 (7b/7b+),V4 (6b/6b+),V8 (7b/7b+),V5 (6c),V6 (6c+/7a),V6 (6c+/7a),V6 (6c+/7a),V4 (6b/6b+),V7 (7a+),V6 (6c+/7a),V8 (7b/7b+),V7 (7a+),V8 (7b/7b+),V6 (6c+/7a),V6 (6c+/7a),V4 (6b/6b+),V4 (6b/6b+),V6 (6c+/7a),V5 (6c),V5 (6c),V5 (6c),V8 (7b/7b+),V6 (6c+/7a),V6 (6c+/7a),V5 (6c),V5 (6c),672F4DCD594B4E6E93C1B8F01099B197,cee49c2b-322c-43d7-9c5d-2e86e53f70f6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:09:20,2023-02-17 14:09:44,IP Address,38.76.65.32,100,23,True,2023-02-17 14:09:45,R_xawc0j3U7mrBRK1,,,,,40.7428,-73.9712,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E0DDCDD4DC6248318AADE062CC508C75,dc34d965-cede-4136-b509-d6dfd8572f6c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:09:53,2023-02-17 14:09:56,IP Address,38.76.65.32,100,2,True,2023-02-17 14:09:57,R_2ydcqBNDhByiJL2,,,,,40.7428,-73.9712,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E0DDCDD4DC6248318AADE062CC508C75,dc34d965-cede-4136-b509-d6dfd8572f6c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:09:25,2023-02-17 14:09:59,IP Address,72.133.212.164,100,33,True,2023-02-17 14:10:00,R_3r2owPvucjqXu09,,,,,41.2639,-80.8164,anonymous,EN,Yes,,D18,7C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85DDE07013CC43B083117014A898A92C,47b9c35b-1f68-4012-8d2a-9053ae03a0e7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:10:06,2023-02-17 14:10:25,IP Address,70.178.49.168,100,18,True,2023-02-17 14:10:25,R_3NFoLe0dB1xNIP1,,,,,36.1805,-94.5304,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F5707C4E74B6487FA6618EFA2073CE67,ee401b8e-7a94-4d20-bc52-0d1663b5bd3d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:10:06,2023-02-17 14:10:28,IP Address,99.12.190.210,100,21,True,2023-02-17 14:10:28,R_3snMq7VLL8IjkWR,,,,,43.014,-88.2783,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12076B51DE264DD08FCA1D5AF1DF8DFC,dc081aa8-542f-4f30-a514-94dc1bdbd986,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:08:34,2023-02-17 14:10:28,IP Address,12.185.72.19,100,114,True,2023-02-17 14:10:29,R_3dYpx2RcA6ijutD,,,,,30.6131,-103.9364,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57E41CDB482041D8ADAAA29FA1EC0F9B,d619c4de-1da0-44a0-97a2-933c15379cf0,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:08:47,2023-02-17 14:10:34,IP Address,69.251.50.46,100,106,True,2023-02-17 14:10:34,R_er1G13T21VOTgYN,,,,,38.6273,-76.9859,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496B28DDE78143D5A8FBBF961302D974,64c35f59-01be-49e9-9fd9-c3fdaae5e17c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:09:09,2023-02-17 14:10:36,IP Address,67.140.244.181,100,86,True,2023-02-17 14:10:37,R_O3b8DgwkPirRT4B,,,,,37.1531,-84.0986,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43576A5CAFCD411889119A2865859A5D,2f850fd3-79c0-43e5-9dda-2170c091c786,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:10:30,2023-02-17 14:10:44,IP Address,74.129.76.43,100,14,True,2023-02-17 14:10:44,R_1riX9zXPzrahgdU,,,,,36.9365,-84.0901,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E2474F56D8F426F800DAEB5F192BD1E,a3855617-76d5-4bd1-807c-7dd0bfa2d894,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:06:00,2023-02-17 14:10:46,IP Address,50.227.47.114,100,285,True,2023-02-17 14:10:47,R_3oAUnRYbBf5zaKy,,,,,40.4339,-79.9996,anonymous,EN,Yes,,d18,f5,V7 (7a+),V8 (7b/7b+),V11 (8a),V9 (7c),V10 (7c+),V10 (7c+),V6 (6c+/7a),V11 (8a),V8 (7b/7b+),V9 (7c),V11 (8a),V10 (7c+),V13 (8b+),V6 (6c+/7a),V5 (6c),V6 (6c+/7a),V9 (7c),V6 (6c+/7a),V6 (6c+/7a),V6 (6c+/7a),V9 (7c),V10 (7c+),V8 (7b/7b+),V8 (7b/7b+),V11 (8a),V12 (8a+),V8 (7b/7b+),V10 (7c+),V9 (7c),V7 (7a+),V9 (7c),F6EE9631F14447E9BEDDE4CF1DD6899C,e0fffc5a-05fb-4779-9911-b0e0251ae6c2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:10:54,2023-02-17 14:11:03,IP Address,108.31.77.64,100,9,True,2023-02-17 14:11:04,R_1Lqin00XeHSFNQn,,,,,38.635,-76.882,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0CA6D66EEB91468B8A04190507F75569,e5f231fb-d10d-40de-a971-d78f6fab1cb0,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:02,2023-02-17 14:11:09,IP Address,74.76.35.23,100,7,True,2023-02-17 14:11:10,R_3j0YnZHkHh4YptQ,,,,,42.9339,-73.8993,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,081C478370F54DABBF6F76F47BC7FD67,3d93297f-ddc2-4fd5-afb3-afdca1eecc1e,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:10:04,2023-02-17 14:11:14,Spam,72.133.212.164,100,70,True,2023-02-17 14:11:15,R_10qjt5rQF24bNwq,,,,,41.2639,-80.8164,anonymous,EN,Yes,,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85DDE07013CC43B083117014A898A92C,47b9c35b-1f68-4012-8d2a-9053ae03a0e7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:08:09,2023-02-17 14:11:18,IP Address,71.244.211.183,100,188,True,2023-02-17 14:11:18,R_3PY8niPLePBrSYC,,,,,39.2812,-76.7406,anonymous,EN,Yes,,D18,F5,V8 (7b/7b+),V11 (8a),V6 (6c+/7a),V7 (7a+),V10 (7c+),V6 (6c+/7a),V12 (8a+),V10 (7c+),V7 (7a+),V11 (8a),V11 (8a),V8 (7b/7b+),V7 (7a+),V6 (6c+/7a),V13 (8b+),V7 (7a+),V10 (7c+),V9 (7c),V7 (7a+),V11 (8a),V12 (8a+),V12 (8a+),V6 (6c+/7a),V12 (8a+),V6 (6c+/7a),V7 (7a+),V8 (7b/7b+),V10 (7c+),V11 (8a),V4 (6b/6b+),V10 (7c+),B7220BAF8F0C4DBB914E5A74896E3833,0181167e-e2f9-4af4-86c6-4adcbe8a04d7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:04:06,2023-02-17 14:11:21,IP Address,96.11.217.118,100,435,True,2023-02-17 14:11:22,R_1YTquNrFehtepEJ,,,,,38.0012,-84.5325,anonymous,EN,Yes,,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFE59013B5ED4761ABF496CC795EEF6F,cee150a7-1a61-4e94-8359-9e05bcf7747a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:16,2023-02-17 14:11:23,IP Address,74.76.35.23,100,7,True,2023-02-17 14:11:25,R_21tZnHMdYKf2l5h,,,,,42.9339,-73.8993,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,081C478370F54DABBF6F76F47BC7FD67,3d93297f-ddc2-4fd5-afb3-afdca1eecc1e,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:18,2023-02-17 14:11:25,IP Address,76.227.12.50,100,7,True,2023-02-17 14:11:26,R_1Q3HYpcszbhPlCt,,,,,42.1124,-87.979,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09804C26E1FD4C718AE81F0720A2B530,4ebb8289-2d8e-4c5f-b862-ff2a207b7079,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:21,2023-02-17 14:11:29,IP Address,184.152.166.255,100,8,True,2023-02-17 14:11:30,R_3ltYHHEpGHN1Csz,,,,,40.6994,-73.8883,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09228F2CD6294CF1AEA7171816AABA1F,7a110743-ad77-4623-8719-b9d6089f30d9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:22,2023-02-17 14:11:30,IP Address,97.64.117.173,100,7,True,2023-02-17 14:11:30,R_3EFN1SJshzeA1be,,,,,35.6096,-88.8143,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE8926F82C144037834ECBB8F4159F90,ad941d35-3ee6-444e-aceb-68afdb6ee9b2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:22,2023-02-17 14:11:33,IP Address,172.56.89.31,100,10,True,2023-02-17 14:11:33,R_1pteoSZ9G7sAMfh,,,,,29.4698,-98.5357,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FEE24DA2EEA4733BF0673A4A3596F41,89c41ce6-abfe-42ae-9922-93f2bdf59df3,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:33,2023-02-17 14:11:40,IP Address,76.227.12.50,100,7,True,2023-02-17 14:11:41,R_2SI9dfhW9NdhG2Q,,,,,42.1124,-87.979,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09804C26E1FD4C718AE81F0720A2B530,4ebb8289-2d8e-4c5f-b862-ff2a207b7079,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:13,2023-02-17 14:11:46,IP Address,47.197.144.53,100,32,True,2023-02-17 14:11:46,R_aW8FwXgF0KpgKJj,,,,,27.8257,-82.1374,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D825204083F046B289FD908534766DC2,7722831f-6ba6-44af-824f-e3a884285c13,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:02,2023-02-17 14:12:09,IP Address,71.218.236.162,100,6,True,2023-02-17 14:12:09,R_3fovi2lnEHB8qxW,,,,,39.7628,-105.0263,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9AE8B3CD56B3437A8725C0677F1E6787,1b386117-6061-4821-9f1b-f5cc688d5e72,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:13,2023-02-17 14:12:17,IP Address,134.215.168.38,100,4,True,2023-02-17 14:12:18,R_3nkIqoV5a8dkOFs,,,,,30.7968,-81.7051,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB66693A5816416293063AA4DA248D54,3a710857-6dfe-40dd-8ed7-9acd223ff17c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:03:31,2023-02-17 14:12:20,IP Address,72.74.160.183,100,529,True,2023-02-17 14:12:21,R_2ZKoQrmw9lCgl5x,,,,,42.312,-71.1081,anonymous,EN,Yes,,D18,F5,V4 (6b/6b+),V9 (7c),V8 (7b/7b+),V8 (7b/7b+),V10 (7c+),V5 (6c),V11 (8a),V8 (7b/7b+),V5 (6c),V6 (6c+/7a),V12 (8a+),V10 (7c+),V12 (8a+),V5 (6c),V5 (6c),V6 (6c+/7a),V4 (6b/6b+),V5 (6c),V6 (6c+/7a),V6 (6c+/7a),V5 (6c),V7 (7a+),V6 (6c+/7a),V10 (7c+),V9 (7c),V6 (6c+/7a),V10 (7c+),V4 (6b/6b+),V5 (6c),V5 (6c),V9 (7c),7472E45B0F62462691887BE894E40F39,8b916d30-6035-46de-b4be-ddf7d42e97df,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:46,2023-02-17 14:12:27,IP Address,76.227.12.50,100,40,True,2023-02-17 14:12:28,R_2WSe1e3pITjQs2U,,,,,42.1124,-87.979,anonymous,EN,Yes,,D18,D18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09804C26E1FD4C718AE81F0720A2B530,4ebb8289-2d8e-4c5f-b862-ff2a207b7079,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:06:41,2023-02-17 14:12:43,IP Address,172.101.73.101,100,362,True,2023-02-17 14:12:44,R_2tzKE07K7AcmzjN,,,,,42.8923,-78.8222,anonymous,EN,Yes,,18D,5G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B18305834694FFAA1CA319D23E87B25,3ef7fdbf-9ab7-477a-9812-c9c56e7e75e2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:06:19,2023-02-17 14:12:48,IP Address,162.200.233.200,100,389,True,2023-02-17 14:12:49,R_svv0quPXODg0qFb,,,,,33.9875,-81.0025,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757649A93CB94B75A0161FD02A0BD864,66939b05-a2fc-45b7-87d0-f5041d2d52dd,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:18,2023-02-17 14:12:49,IP Address,24.220.156.236,100,30,True,2023-02-17 14:12:50,R_3NOOUtim9VMbHQv,,,,,47.8977,-97.0394,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49BF5EDA9DBA4309B8C25BA4B22C7C58,38a96f99-9876-4c67-be61-a0a75fd9fd6b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:04:47,2023-02-17 14:12:50,IP Address,98.230.154.161,100,483,True,2023-02-17 14:12:51,R_3qlf1PlWXLZLW6r,,,,,34.2319,-84.1627,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF0AA90062C943E991CBAEA9D63F10B8,2ad39875-4e47-49c5-82c7-77f8d1286ccd,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:11:03,2023-02-17 14:12:50,IP Address,162.199.57.73,100,107,True,2023-02-17 14:12:52,R_1ODNlFPQ6fwHvXc,,,,,32.4716,-100.3942,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FFF605CA20B4D499C4E3532C77C4EDE,12f50e90-ac3e-48a2-8fd8-d8ba636d2e7a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:07:33,2023-02-17 14:12:51,IP Address,73.87.107.56,100,318,True,2023-02-17 14:12:52,R_3lKWNeZGHP4KCMK,,,,,38.9994,-77.0336,anonymous,EN,Yes,,D18 - N,F5 - N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52F21B0001B04D9BADE6BEA0550B5468,0b1d09b5-60ab-4720-85e2-e28b6aaac20f,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:18,2023-02-17 14:13:08,IP Address,75.30.237.160,100,649,True,2023-02-17 14:13:08,R_1jBWApiyztgfhoR,,,,,41.6325,-81.4034,anonymous,EN,Yes,,D18,F5,V6 (6c+/7a),V11 (8a),V12 (8a+),V10 (7c+),V8 (7b/7b+),V7 (7a+),V5 (6c),V11 (8a),V12 (8a+),V7 (7a+),V10 (7c+),V12 (8a+),V4 (6b/6b+),V8 (7b/7b+),V8 (7b/7b+),V6 (6c+/7a),V8 (7b/7b+),V11 (8a),V6 (6c+/7a),V8 (7b/7b+),V9 (7c),V7 (7a+),V9 (7c),V12 (8a+),V5 (6c),V8 (7b/7b+),V8 (7b/7b+),V5 (6c),V9 (7c),V10 (7c+),V4 (6b/6b+),A64A690450684D51BA60CECE1668AFAA,6086ad46-ce15-427e-a323-ce25ce1f17fb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:01,2023-02-17 14:13:14,IP Address,197.210.55.32,100,73,True,2023-02-17 14:13:15,R_3qz0KX1yK48XuC8,,,,,4.7731,7.0085,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B006985D0C4792AA864E86A3078D71,9422ea00-e55b-48cf-aeed-4d440b54354b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:14,2023-02-17 14:13:18,IP Address,73.87.107.56,100,3,True,2023-02-17 14:13:19,R_28MTiaWYAm8iqwl,,,,,38.9994,-77.0336,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52F21B0001B04D9BADE6BEA0550B5468,0b1d09b5-60ab-4720-85e2-e28b6aaac20f,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:20,2023-02-17 14:13:29,IP Address,173.80.213.190,100,68,True,2023-02-17 14:13:30,R_RDeb3P5whZBv8id,,,,,37.8479,-81.9961,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48336A322C2247CBA0D3135FC778C18E,d7ea7cb0-7f93-4b76-8898-332dfa21ab23,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:22,2023-02-17 14:13:44,IP Address,212.46.33.238,100,21,True,2023-02-17 14:13:45,R_22JpWpZny8kCviG,,,,,40.7425,-73.9877,anonymous,EN,Yes,"45 degrees ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC1B04726C924AD9AAB3FB523564B782,ec2afefa-d521-4f6e-931c-91f94683bcc6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:45,2023-02-17 14:13:49,IP Address,172.101.73.101,100,63,True,2023-02-17 14:13:49,R_qI7je4OY3VMBR0R,,,,,42.8923,-78.8222,anonymous,EN,Yes,40,18D×4,5G×6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B18305834694FFAA1CA319D23E87B25,3ef7fdbf-9ab7-477a-9812-c9c56e7e75e2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:50,2023-02-17 14:14:02,IP Address,199.111.225.237,100,12,True,2023-02-17 14:14:03,R_22YzOE6HiRL2q7r,,,,,38.0321,-78.489,anonymous,EN,No,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAAF5D246E4257A2166A4570C59D06,10299288-2cfb-4e3c-86b4-ab105f2e3a73,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:48,2023-02-17 14:14:10,IP Address,73.135.203.68,100,22,True,2023-02-17 14:14:11,R_3fNVDB3o4FjSFYi,,,,,39.3974,-76.4495,anonymous,EN,No,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA05C52FCF8D4126A1B1C7670299550F,fc3e9023-2b66-401c-b270-bf1ca6a5f5f4,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:08:34,2023-02-17 14:14:12,IP Address,96.237.158.213,100,338,True,2023-02-17 14:14:13,R_2949loKnrTMlxz1,,,,,42.1186,-70.9576,anonymous,EN,Yes,,D18,F5,V7 (7a+),V7 (7a+),V7 (7a+),V13 (8b+),V9 (7c),V10 (7c+),V11 (8a),V11 (8a),V11 (8a),V11 (8a),V10 (7c+),V10 (7c+),V12 (8a+),V8 (7b/7b+),V10 (7c+),V7 (7a+),V7 (7a+),V7 (7a+),V7 (7a+),V11 (8a),V7 (7a+),V9 (7c),V11 (8a),V9 (7c),V10 (7c+),V10 (7c+),V6 (6c+/7a),V4 (6b/6b+),V11 (8a),V9 (7c),V8 (7b/7b+),A0028BA0DFD24A3FA8780F627750C065,d5e080a5-1877-4df1-98eb-652889fed722,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:24,2023-02-17 14:14:29,IP Address,73.87.107.56,100,64,True,2023-02-17 14:14:30,R_Xh06lKNO9wRxvDb,,,,,38.9994,-77.0336,anonymous,EN,Yes,40,136 - D18 - N,89 - F5 - N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52F21B0001B04D9BADE6BEA0550B5468,0b1d09b5-60ab-4720-85e2-e28b6aaac20f,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:14:06,2023-02-17 14:14:32,IP Address,104.15.55.104,100,26,True,2023-02-17 14:14:33,R_a2IYbozPNkB5xYd,,,,,36.3725,-96.0117,anonymous,EN,No,idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E3910CC28D64BA7B6FC5E0A5F2D855C,8ef9e24e-dee2-463d-838a-06fe8d75e0cd,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:12:35,2023-02-17 14:14:37,IP Address,65.141.198.94,100,121,True,2023-02-17 14:14:38,R_3hzLYQInRzHwC5j,,,,,33.5401,-112.3161,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327B7D78DA5845EFAE41DE3F0A8269A5,413428e2-2306-46a7-b89e-8dd63271dc86,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:52,2023-02-17 14:14:47,IP Address,141.225.101.163,100,55,True,2023-02-17 14:14:48,R_32MiOQ8JcdZxM5O,,,,,35.1128,-89.9085,anonymous,EN,No,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6143193DAD2C4D3E92FE4D2BBDC62F90,bc193825-1df3-4df6-bd87-94cc0e8badb3,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:14:19,2023-02-17 14:14:49,IP Address,73.146.154.47,100,30,True,2023-02-17 14:14:49,R_tLeLulz6bVHbd9D,,,,,39.786,-86.1589,anonymous,EN,No,I have no idea what this means,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71863487A12149D7A476D7CF29D74DDC,821b7460-80a4-42ae-b2b6-6b32bb9e532d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:15:09,2023-02-17 14:15:19,IP Address,50.84.41.254,100,10,True,2023-02-17 14:15:20,R_USCjHBpYh3GZfzP,,,,,32.9219,-96.6214,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B5AF4571E3A41EDB4CC2BF9E47E4EB3,e6d639ed-5efc-469b-b528-cc79a566dad8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:15:02,2023-02-17 14:15:21,IP Address,104.50.21.130,100,19,True,2023-02-17 14:15:22,R_3Rx69bfI5ebIKEk,,,,,42.1124,-87.979,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38367C8AD41F422DA894EDAA77419F80,1b5b8392-d2f5-4386-945c-faa9f91b290c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:13:39,2023-02-17 14:15:21,IP Address,173.80.213.190,100,102,True,2023-02-17 14:15:22,R_4GdTbkQuhg6ZHxv,,,,,37.8479,-81.9961,anonymous,EN,Yes,40,D18,D15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48336A322C2247CBA0D3135FC778C18E,d7ea7cb0-7f93-4b76-8898-332dfa21ab23,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:15:00,2023-02-17 14:15:24,IP Address,212.46.33.238,100,24,True,2023-02-17 14:15:25,R_6VT14oU2QPRm94B,,,,,40.7425,-73.9877,anonymous,EN,Yes,"65 degrees ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC1B04726C924AD9AAB3FB523564B782,ec2afefa-d521-4f6e-931c-91f94683bcc6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:15:15,2023-02-17 14:15:32,IP Address,96.18.120.21,100,17,True,2023-02-17 14:15:33,R_2ypVjsPljiZHmVh,,,,,42.5582,-114.4659,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784A96937A0F44E1BA55D7971CA37B7A,e82e7b75-b684-4e88-ad00-2bf0902f438b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:15:15,2023-02-17 14:16:00,IP Address,24.63.242.74,100,44,True,2023-02-17 14:16:01,R_1qXqXSLMESukFoe,,,,,41.9114,-72.4626,anonymous,EN,No,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F5DA3C2F43F54D41B0B27D52F61677F6,59263d3e-b020-4b7c-9fce-d63c7c8a3d04,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:15:16,2023-02-17 14:16:18,IP Address,68.131.3.204,100,61,True,2023-02-17 14:16:19,R_V4qtDbCr6f2J22B,,,,,37.045,-76.4067,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70673E4D17A34166A838C02CB2880DA5,27568b8e-f86a-46f5-9331-02516f130a5c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
